5-DämpfExz-7.00V-0.2A	5-DämpfExz-7.00V-0.2A	5-DämpfExz-7.00V-0.2A	5-DämpfExz-7.00V-0.2A	5-DämpfExz-7.00V-0.2A	5-DämpfExz-7.00V-0.2A	5-DämpfExz-7.00V-0.2A	5-DämpfExz-7.50V-0.2A	5-DämpfExz-7.50V-0.2A	5-DämpfExz-7.50V-0.2A	5-DämpfExz-7.50V-0.2A	5-DämpfExz-7.50V-0.2A	5-DämpfExz-7.50V-0.2A	5-DämpfExz-7.50V-0.2A	5-DämpfExz-8.00V-0.2A	5-DämpfExz-8.00V-0.2A	5-DämpfExz-8.00V-0.2A	5-DämpfExz-8.00V-0.2A	5-DämpfExz-8.00V-0.2A	5-DämpfExz-8.00V-0.2A	5-DämpfExz-8.00V-0.2A	5-DämpfExz-8.50V-0.2A	5-DämpfExz-8.50V-0.2A	5-DämpfExz-8.50V-0.2A	5-DämpfExz-8.50V-0.2A	5-DämpfExz-8.50V-0.2A	5-DämpfExz-8.50V-0.2A	5-DämpfExz-8.50V-0.2A	5-DämpfExz-9.50V-0.2A	5-DämpfExz-9.50V-0.2A	5-DämpfExz-9.50V-0.2A	5-DämpfExz-9.50V-0.2A	5-DämpfExz-9.50V-0.2A	5-DämpfExz-9.50V-0.2A	5-DämpfExz-9.50V-0.2A	5-DämpfExz-9.25V-0.2A	5-DämpfExz-9.25V-0.2A	5-DämpfExz-9.25V-0.2A	5-DämpfExz-9.25V-0.2A	5-DämpfExz-9.25V-0.2A	5-DämpfExz-9.25V-0.2A	5-DämpfExz-9.25V-0.2A	5-DämpfExz-9.50V-0.2A	5-DämpfExz-9.50V-0.2A	5-DämpfExz-9.50V-0.2A	5-DämpfExz-9.50V-0.2A	5-DämpfExz-9.50V-0.2A	5-DämpfExz-9.50V-0.2A	5-DämpfExz-9.50V-0.2A	5-DämpfExz-9.75V-0.2A	5-DämpfExz-9.75V-0.2A	5-DämpfExz-9.75V-0.2A	5-DämpfExz-9.75V-0.2A	5-DämpfExz-9.75V-0.2A	5-DämpfExz-9.75V-0.2A	5-DämpfExz-9.75V-0.2A	5-DämpfExz-10.00V-0.2A	5-DämpfExz-10.00V-0.2A	5-DämpfExz-10.00V-0.2A	5-DämpfExz-10.00V-0.2A	5-DämpfExz-10.00V-0.2A	5-DämpfExz-10.00V-0.2A	5-DämpfExz-10.00V-0.2A	5-DämpfExz-10.50V-0.2A	5-DämpfExz-10.50V-0.2A	5-DämpfExz-10.50V-0.2A	5-DämpfExz-10.50V-0.2A	5-DämpfExz-10.50V-0.2A	5-DämpfExz-10.50V-0.2A	5-DämpfExz-10.50V-0.2A	5-DämpfExz-11.00V-0.2A	5-DämpfExz-11.00V-0.2A	5-DämpfExz-11.00V-0.2A	5-DämpfExz-11.00V-0.2A	5-DämpfExz-11.00V-0.2A	5-DämpfExz-11.00V-0.2A	5-DämpfExz-11.00V-0.2A	5-DämpfExz-11.50V-0.2A	5-DämpfExz-11.50V-0.2A	5-DämpfExz-11.50V-0.2A	5-DämpfExz-11.50V-0.2A	5-DämpfExz-11.50V-0.2A	5-DämpfExz-11.50V-0.2A	5-DämpfExz-11.50V-0.2A	5-DämpfExz-9.17V-0.2A	5-DämpfExz-9.17V-0.2A	5-DämpfExz-9.17V-0.2A	5-DämpfExz-9.17V-0.2A	5-DämpfExz-9.17V-0.2A	5-DämpfExz-9.17V-0.2A	5-DämpfExz-9.17V-0.2A	5-DämpfExz-9.38V-0.2A	5-DämpfExz-9.38V-0.2A	5-DämpfExz-9.38V-0.2A	5-DämpfExz-9.38V-0.2A	5-DämpfExz-9.38V-0.2A	5-DämpfExz-9.38V-0.2A	5-DämpfExz-9.38V-0.2A	5-DämpfExz-9.62V-0.2A	5-DämpfExz-9.62V-0.2A	5-DämpfExz-9.62V-0.2A	5-DämpfExz-9.62V-0.2A	5-DämpfExz-9.62V-0.2A	5-DämpfExz-9.62V-0.2A	5-DämpfExz-9.62V-0.2A	5-DämpfExz-9.88V-0.2A	5-DämpfExz-9.88V-0.2A	5-DämpfExz-9.88V-0.2A	5-DämpfExz-9.88V-0.2A	5-DämpfExz-9.88V-0.2A	5-DämpfExz-9.88V-0.2A	5-DämpfExz-9.88V-0.2A	5-DämpfExz-9.70V-0.2A	5-DämpfExz-9.70V-0.2A	5-DämpfExz-9.70V-0.2A	5-DämpfExz-9.70V-0.2A	5-DämpfExz-9.70V-0.2A	5-DämpfExz-9.70V-0.2A	5-DämpfExz-9.70V-0.2A	5-DämpfExz-9.57V-0.2A	5-DämpfExz-9.57V-0.2A	5-DämpfExz-9.57V-0.2A	5-DämpfExz-9.57V-0.2A	5-DämpfExz-9.57V-0.2A	5-DämpfExz-9.57V-0.2A	5-DämpfExz-9.57V-0.2A	5-DämpfExz-12.00V-0.2A	5-DämpfExz-12.00V-0.2A	5-DämpfExz-12.00V-0.2A	5-DämpfExz-12.00V-0.2A	5-DämpfExz-12.00V-0.2A	5-DämpfExz-12.00V-0.2A	5-DämpfExz-12.00V-0.2A	5-DämpfExz-12.50V-0.2A	5-DämpfExz-12.50V-0.2A	5-DämpfExz-12.50V-0.2A	5-DämpfExz-12.50V-0.2A	5-DämpfExz-12.50V-0.2A	5-DämpfExz-12.50V-0.2A	5-DämpfExz-12.50V-0.2A
4,600	0,917	3,000	0,785	0,0219	0,072	0,019	4,600	-0,878	3,409	6,440	-0,0210	0,081	0,154	4,600	2,827	-1,272	-17,436	0,0675	-0,030	-0,416	4,600	1,847	-9,079	7,226	0,0441	-0,217	0,173	4,600	-2,022	20,892	36,128	-0,0483	0,499	0,863	4,600	0,006	6,205	141,058	1,5000E-4	0,148	3,367	4,600	2,834	54,774	51,365	0,0676	1,308	1,226	4,600	3,765	0,942	-100,531	0,0899	0,022	-2,400	4,600	2,128	-6,393	-52,936	0,0508	-0,153	-1,264	4,600	-0,068	-8,404	-2,827	-0,0016	-0,201	-0,068	4,600	2,171	-1,398	-30,002	0,0518	-0,033	-0,716	4,600	0,878	-4,885	-1,885	0,0210	-0,117	-0,045	4,600	-0,176	19,179	-117,496	-0,0042	0,458	-2,805	4,600	-0,752	-23,248	-185,040	-0,0180	-0,555	-4,418	4,600	1,678	3,204	-247,401	0,0400	0,076	-5,906	4,600	-3,896	-15,300	11,781	-0,0930	-0,365	0,281	4,600	5,268	13,666	-71,943	0,1258	0,326	-1,717	4,600	-3,594	-56,454	90,792	-0,0858	-1,348	2,168	4,600	0,066	-3,927	-1,414	0,0016	-0,094	-0,034	4,600	0,429	1,524	-18,064	0,0102	0,036	-0,431
4,650	1,068	3,000	-0,628	0,0255	0,072	-0,015	4,650	-0,699	3,691	4,712	-0,0167	0,088	0,113	4,650	2,743	-2,121	-16,493	0,0655	-0,051	-0,394	4,650	1,403	-8,545	13,823	0,0335	-0,204	0,330	4,650	-0,931	22,274	18,692	-0,0222	0,532	0,446	4,650	0,495	13,132	133,204	0,0118	0,313	3,180	4,650	5,636	56,172	4,084	0,1345	1,341	0,098	4,650	3,685	-4,100	-98,332	0,0880	-0,098	-2,347	4,650	1,742	-8,875	-45,082	0,0416	-0,212	-1,076	4,650	-0,492	-8,310	6,754	-0,0117	-0,198	0,161	4,650	2,062	-2,843	-27,175	0,0492	-0,068	-0,649	4,650	0,631	-4,822	4,555	0,0151	-0,115	0,109	4,650	0,635	12,849	-133,047	0,0152	0,307	-3,176	4,650	-2,150	-31,966	-158,965	-0,0513	-0,763	-3,795	4,650	1,525	-9,221	-244,102	0,0364	-0,220	-5,827	4,650	-4,646	-14,326	26,704	-0,1109	-0,342	0,637	4,650	5,861	9,708	-84,195	0,1399	0,232	-2,010	4,650	-6,300	-50,768	134,617	-0,1504	-1,212	3,214	4,650	-0,132	-3,864	4,398	-0,0031	-0,092	0,105	4,650	0,482	0,550	-19,635	0,0115	0,013	-0,469
4,700	1,217	2,937	-2,199	0,0291	0,070	-0,053	4,700	-0,509	3,880	2,827	-0,0121	0,093	0,067	4,700	2,615	-2,922	-15,394	0,0624	-0,070	-0,367	4,700	0,993	-7,697	20,106	0,0237	-0,184	0,480	4,700	0,206	22,761	0,157	0,0049	0,543	0,004	4,700	1,319	19,525	120,009	0,0315	0,466	2,865	4,700	8,451	55,182	-45,867	0,2017	1,317	-1,095	4,700	3,355	-8,891	-91,420	0,0801	-0,212	-2,183	4,700	1,241	-10,901	-35,186	0,0296	-0,260	-0,840	4,700	-0,898	-7,728	16,022	-0,0215	-0,185	0,383	4,700	1,887	-4,115	-23,248	0,0450	-0,098	-0,555	4,700	0,396	-4,430	11,153	0,0095	-0,106	0,266	4,700	1,109	5,875	-142,314	0,0265	0,140	-3,398	4,700	-3,949	-39,144	-126,292	-0,0943	-0,935	-3,015	4,700	0,756	-21,206	-230,122	0,0180	-0,506	-5,494	4,700	-5,328	-12,629	40,369	-0,1272	-0,302	0,964	4,700	6,239	5,246	-91,420	0,1490	0,125	-2,183	4,700	-8,671	-42,993	173,416	-0,2070	-1,026	4,140	4,700	-0,320	-3,487	10,681	-0,0076	-0,083	0,255	4,700	0,484	-0,440	-18,850	0,0116	-0,011	-0,450
4,750	1,362	2,780	-3,927	0,0325	0,066	-0,094	4,750	-0,311	3,974	0,628	-0,0074	0,095	0,015	4,750	2,450	-3,660	-13,980	0,0585	-0,087	-0,334	4,750	0,633	-6,535	26,232	0,0151	-0,156	0,626	4,750	1,345	22,290	-18,692	0,0321	0,532	-0,446	4,750	2,447	25,133	102,730	0,0584	0,600	2,452	4,750	11,154	51,585	-96,290	0,2663	1,231	-2,299	4,750	2,796	-13,242	-80,582	0,0667	-0,316	-1,924	4,750	0,652	-12,394	-23,405	0,0156	-0,296	-0,559	4,750	-1,264	-6,707	24,662	-0,0302	-0,160	0,589	4,750	1,651	-5,168	-18,064	0,0394	-0,123	-0,431	4,750	0,188	-3,707	17,436	0,0045	-0,088	0,416	4,750	1,222	-1,382	-143,571	0,0292	-0,033	-3,427	4,750	-6,065	-44,595	-88,593	-0,1448	-1,065	-2,115	4,750	-0,595	-32,233	-205,460	-0,0142	-0,770	-4,905	4,750	-5,909	-10,289	51,993	-0,1411	-0,246	1,241	4,750	6,385	0,565	-93,462	0,1524	0,014	-2,231	4,750	-10,600	-33,427	204,361	-0,2530	-0,798	4,879	4,750	-0,481	-2,796	16,179	-0,0115	-0,067	0,386	4,750	0,438	-1,335	-17,122	0,0105	-0,032	-0,409
4,800	1,495	2,545	-5,341	0,0357	0,061	-0,127	4,800	-0,112	3,943	-1,885	-0,0027	0,094	-0,045	4,800	2,249	-4,320	-11,938	0,0537	-0,103	-0,285	4,800	0,339	-5,074	31,102	0,0081	-0,121	0,742	4,800	2,435	20,892	-36,443	0,0581	0,499	-0,870	4,800	3,833	29,798	81,524	0,0915	0,711	1,946	4,800	13,609	45,553	-141,686	0,3249	1,087	-3,382	4,800	2,031	-16,949	-65,188	0,0485	-0,405	-1,556	4,800	0,002	-13,242	-9,896	3,7500E-5	-0,316	-0,236	4,800	-1,569	-5,262	32,044	-0,0375	-0,126	0,765	4,800	1,370	-5,922	-11,310	0,0327	-0,141	-0,270	4,800	0,025	-2,686	22,934	6,0000E-4	-0,064	0,547	4,800	0,971	-8,482	-137,759	0,0232	-0,202	-3,289	4,800	-8,408	-48,004	-45,553	-0,2007	-1,146	-1,088	4,800	-2,468	-41,752	-170,589	-0,0589	-0,997	-4,072	4,800	-6,357	-7,430	61,104	-0,1518	-0,177	1,459	4,800	6,296	-4,100	-91,263	0,1503	-0,098	-2,179	4,800	-12,013	-22,557	226,509	-0,2868	-0,538	5,408	4,800	-0,600	-1,869	19,949	-0,0143	-0,045	0,476	4,800	0,350	-2,152	-14,923	0,0084	-0,051	-0,356
4,850	1,616	2,246	-6,912	0,0386	0,054	-0,165	4,850	0,083	3,786	-4,241	0,0020	0,090	-0,101	4,850	2,018	-4,854	-9,268	0,0482	-0,116	-0,221	4,850	0,126	-3,424	34,400	0,0030	-0,082	0,821	4,850	3,434	18,645	-52,936	0,0820	0,445	-1,264	4,850	5,427	33,285	55,763	0,1296	0,795	1,331	4,850	15,710	37,416	-180,956	0,3750	0,893	-4,320	4,850	1,101	-19,761	-46,339	0,0263	-0,472	-1,106	4,850	-0,672	-13,383	3,770	-0,0160	-0,319	0,090	4,850	-1,791	-3,503	37,071	-0,0428	-0,084	0,885	4,850	1,059	-6,299	-3,456	0,0253	-0,150	-0,083	4,850	-0,080	-1,414	25,918	-0,0019	-0,034	0,619	4,850	0,374	-15,158	-126,763	0,0089	-0,362	-3,026	4,850	-10,865	-49,150	-2,356	-0,2594	-1,173	-0,056	4,850	-4,771	-49,292	-127,706	-0,1139	-1,177	-3,049	4,850	-6,652	-4,178	66,916	-0,1588	-0,100	1,597	4,850	5,975	-8,561	-84,980	0,1427	-0,204	-2,029	4,850	-12,855	-10,776	240,803	-0,3069	-0,257	5,749	4,850	-0,668	-0,801	21,834	-0,0159	-0,019	0,521	4,850	0,223	-2,827	-11,310	0,0053	-0,068	-0,270
4,900	1,720	1,854	-8,639	0,0411	0,044	-0,206	4,900	0,267	3,519	-6,597	0,0064	0,084	-0,158	4,900	1,764	-5,246	-5,969	0,0421	-0,125	-0,143	4,900	-0,003	-1,634	36,128	-7,5000E-5	-0,039	0,863	4,900	4,299	15,598	-67,544	0,1026	0,372	-1,612	4,900	7,161	35,374	27,332	0,1710	0,845	0,653	4,900	17,351	27,458	-211,744	0,4142	0,656	-5,055	4,900	0,055	-21,583	-25,918	0,0013	-0,515	-0,619	4,900	-1,337	-12,865	16,965	-0,0319	-0,307	0,405	4,900	-1,920	-1,555	39,898	-0,0458	-0,037	0,953	4,900	0,740	-6,267	4,555	0,0177	-0,150	0,109	4,900	-0,116	-0,094	25,290	-0,0028	-0,002	0,604	4,900	-0,545	-21,159	-110,270	-0,0130	-0,505	-2,633	4,900	-13,324	-48,239	39,113	-0,3181	-1,152	0,934	4,900	-7,397	-54,522	-78,069	-0,1766	-1,302	-1,864	4,900	-6,775	-0,738	68,487	-0,1617	-0,018	1,635	4,900	5,440	-12,598	-74,456	0,1299	-0,301	-1,778	4,900	-13,091	1,524	244,887	-0,3125	0,036	5,846	4,900	-0,680	0,314	21,206	-0,0162	0,008	0,506	4,900	0,068	-3,283	-6,440	0,0016	-0,078	-0,154
4,950	1,802	1,382	-9,739	0,0430	0,033	-0,233	4,950	0,435	3,126	-8,796	0,0104	0,075	-0,210	4,950	1,494	-5,451	-2,513	0,0357	-0,130	-0,060	4,950	-0,038	0,188	35,500	-9,0000E-4	0,005	0,848	4,950	4,994	11,891	-79,639	0,1192	0,284	-1,901	4,950	8,965	36,018	-2,356	0,2140	0,860	-0,056	4,950	18,455	16,242	-231,693	0,4406	0,388	-5,531	4,950	-1,057	-22,352	-4,712	-0,0252	-0,534	-0,112	4,950	-1,959	-11,687	30,002	-0,0468	-0,279	0,716	4,950	-1,946	0,487	39,898	-0,0465	0,012	0,953	4,950	0,432	-5,843	12,252	0,0103	-0,140	0,293	4,950	-0,090	1,115	23,091	-0,0021	0,027	0,551	4,950	-1,742	-26,185	-88,436	-0,0416	-0,625	-2,111	4,950	-15,689	-45,239	79,482	-0,3745	-1,080	1,898	4,950	-10,223	-57,098	-25,290	-0,2441	-1,363	-0,604	4,950	-6,726	2,670	66,759	-0,1606	0,064	1,594	4,950	4,716	-16,006	-60,162	0,1126	-0,382	-1,436	4,950	-12,703	13,713	236,719	-0,3033	0,327	5,651	4,950	-0,636	1,319	18,850	-0,0152	0,032	0,450	4,950	-0,105	-3,471	-0,942	-0,0025	-0,083	-0,022
5,000	1,858	0,880	-10,367	0,0444	0,021	-0,248	5,000	0,580	2,639	-10,681	0,0138	0,063	-0,255	5,000	1,219	-5,498	0,942	0,0291	-0,131	0,023	5,000	0,016	1,916	33,772	3,7500E-4	0,046	0,806	5,000	5,488	7,634	-88,907	0,1310	0,182	-2,123	5,000	10,763	35,139	-33,144	0,2569	0,839	-0,791	5,000	18,975	4,288	-240,803	0,4530	0,102	-5,749	5,000	-2,180	-22,054	16,493	-0,0521	-0,526	0,394	5,000	-2,505	-9,865	41,783	-0,0598	-0,235	0,998	5,000	-1,871	2,435	37,542	-0,0447	0,058	0,896	5,000	0,156	-5,042	19,478	0,0037	-0,120	0,465	5,000	-0,005	2,215	21,049	-1,1250E-4	0,053	0,502	5,000	-3,164	-30,002	-62,361	-0,0755	-0,716	-1,489	5,000	-17,847	-40,291	114,197	-0,4261	-0,962	2,726	5,000	-13,107	-57,051	26,546	-0,3129	-1,362	0,634	5,000	-6,508	5,938	62,518	-0,1554	0,142	1,492	5,000	3,839	-18,614	-43,197	0,0917	-0,444	-1,031	5,000	-11,720	25,196	219,597	-0,2798	0,601	5,242	5,000	-0,548	2,199	16,650	-0,0131	0,052	0,397	5,000	-0,280	-3,377	4,712	-0,0067	-0,081	0,113
5,050	1,890	0,346	-10,367	0,0451	0,008	-0,247	5,050	0,699	2,058	-12,723	0,0167	0,049	-0,304	5,050	0,944	-5,356	4,869	0,0225	-0,128	0,116	5,050	0,154	3,566	31,887	0,0037	0,085	0,761	5,050	5,757	3,000	-93,620	0,1374	0,072	-2,235	5,050	12,478	32,704	-63,460	0,2979	0,781	-1,515	5,050	18,884	-7,838	-238,447	0,4508	-0,187	-5,692	5,050	-3,263	-20,703	37,228	-0,0779	-0,494	0,889	5,050	-2,945	-7,508	51,051	-0,0703	-0,179	1,219	5,050	-1,703	4,241	33,929	-0,0407	0,101	0,810	5,050	-0,072	-3,896	25,918	-0,0017	-0,093	0,619	5,050	0,132	3,220	18,221	0,0032	0,077	0,435	5,050	-4,742	-32,421	-34,086	-0,1132	-0,774	-0,814	5,050	-19,718	-33,819	143,414	-0,4707	-0,807	3,424	5,050	-15,928	-54,444	75,712	-0,3803	-1,300	1,807	5,050	-6,132	8,922	55,606	-0,1464	0,213	1,328	5,050	2,854	-20,326	-24,347	0,0681	-0,485	-0,581	5,050	-10,183	35,673	196,036	-0,2431	0,852	4,680	5,050	-0,416	2,985	13,509	-0,0099	0,071	0,323	5,050	-0,443	-3,000	10,524	-0,0106	-0,072	0,251
5,100	1,893	-0,157	-8,796	0,0452	-0,004	-0,210	5,100	0,785	1,367	-14,137	0,0188	0,033	-0,337	5,100	0,683	-5,011	8,482	0,0163	-0,120	0,202	5,100	0,372	5,105	29,060	0,0089	0,122	0,694	5,100	5,788	-1,728	-93,462	0,1382	-0,041	-2,231	5,100	14,034	28,793	-91,263	0,3350	0,687	-2,179	5,100	18,191	-19,556	-225,724	0,4343	-0,467	-5,389	5,100	-4,251	-18,331	56,392	-0,1015	-0,438	1,346	5,100	-3,256	-4,760	57,177	-0,0777	-0,114	1,365	5,100	-1,447	5,828	28,274	-0,0345	0,139	0,675	5,100	-0,234	-2,450	30,473	-0,0056	-0,059	0,727	5,100	0,317	4,037	13,509	0,0076	0,096	0,323	5,100	-6,406	-33,411	-6,283	-0,1529	-0,798	-0,150	5,100	-21,229	-25,950	167,918	-0,5068	-0,620	4,009	5,100	-18,551	-49,480	118,909	-0,4429	-1,181	2,839	5,100	-5,616	11,498	46,339	-0,1341	0,275	1,106	5,100	1,806	-21,049	-4,398	0,0431	-0,502	-0,105	5,100	-8,152	44,799	163,991	-0,1946	1,070	3,915	5,100	-0,250	3,550	8,482	-0,0060	0,085	0,203	5,100	-0,580	-2,325	15,865	-0,0138	-0,056	0,379
5,150	1,874	-0,534	-7,383	0,0447	-0,013	-0,176	5,150	0,836	0,644	-13,980	0,0200	0,015	-0,334	5,150	0,443	-4,508	11,938	0,0106	-0,108	0,285	5,150	0,664	6,472	25,133	0,0159	0,155	0,600	5,150	5,584	-6,346	-89,378	0,1333	-0,152	-2,134	5,150	15,358	23,578	-115,611	0,3666	0,563	-2,760	5,150	16,928	-30,411	-203,104	0,4041	-0,726	-4,849	5,150	-5,096	-15,064	72,414	-0,1217	-0,360	1,729	5,150	-3,421	-1,791	59,690	-0,0817	-0,043	1,425	5,150	-1,120	7,069	21,206	-0,0267	0,169	0,506	5,150	-0,317	-0,848	31,730	-0,0076	-0,020	0,758	5,150	0,536	4,571	8,011	0,0128	0,109	0,191	5,150	-8,083	-33,050	20,263	-0,1930	-0,789	0,484	5,150	-22,313	-17,027	184,726	-0,5327	-0,407	4,410	5,150	-20,876	-42,553	156,766	-0,4984	-1,016	3,743	5,150	-4,983	13,556	34,400	-0,1189	0,324	0,821	5,150	0,749	-20,766	15,708	0,0179	-0,496	0,375	5,150	-5,704	52,072	124,721	-0,1362	1,243	2,978	5,150	-0,061	3,833	3,142	-0,0015	0,092	0,075	5,150	-0,675	-1,414	19,321	-0,0161	-0,034	0,461
5,200	1,839	-0,895	-7,540	0,0439	-0,021	-0,180	5,200	0,850	-0,031	-12,881	0,0203	-7,500E-4	-0,308	5,200	0,232	-3,817	15,080	0,0055	-0,091	0,360	5,200	1,019	7,618	20,420	0,0243	0,182	0,487	5,200	5,154	-10,666	-81,524	0,1230	-0,255	-1,946	5,200	16,391	17,232	-135,560	0,3913	0,411	-3,236	5,200	15,150	-39,867	-170,117	0,3617	-0,952	-4,061	5,200	-5,757	-11,090	84,509	-0,1374	-0,265	2,018	5,200	-3,435	1,210	59,219	-0,0820	0,029	1,414	5,200	-0,740	7,948	13,352	-0,0177	0,190	0,319	5,200	-0,319	0,723	30,002	-0,0076	0,017	0,716	5,200	0,774	4,838	2,042	0,0185	0,116	0,049	5,200	-9,711	-31,385	46,496	-0,2318	-0,749	1,110	5,200	-22,932	-7,477	193,836	-0,5475	-0,179	4,628	5,200	-22,806	-33,804	189,124	-0,5445	-0,807	4,515	5,200	-4,260	14,938	20,106	-0,1017	0,357	0,480	5,200	-0,270	-19,478	35,500	-0,0064	-0,465	0,848	5,200	-2,945	57,271	80,739	-0,0703	1,367	1,928	5,200	0,134	3,864	-2,199	0,0032	0,092	-0,053	5,200	-0,721	-0,393	19,949	-0,0172	-0,009	0,476
5,250	1,784	-1,288	-7,697	0,0426	-0,031	-0,184	5,250	0,833	-0,644	-11,781	0,0199	-0,015	-0,281	5,250	0,061	-3,000	17,593	0,0015	-0,072	0,420	5,250	1,426	8,514	14,765	0,0341	0,203	0,352	5,250	4,518	-14,498	-70,529	0,1079	-0,346	-1,684	5,250	17,081	10,022	-148,597	0,4078	0,239	-3,548	5,250	12,942	-47,422	-129,905	0,3090	-1,132	-3,101	5,250	-6,205	-6,613	92,363	-0,1481	-0,158	2,205	5,250	-3,300	4,131	56,077	-0,0788	0,099	1,339	5,250	-0,325	8,404	4,241	-0,0078	0,201	0,101	5,250	-0,245	2,152	27,332	-0,0059	0,051	0,652	5,250	1,019	4,775	-4,712	0,0243	0,114	-0,113	5,250	-11,222	-28,400	71,628	-0,2679	-0,678	1,710	5,250	-23,061	2,356	195,407	-0,5505	0,056	4,665	5,250	-24,256	-23,641	212,529	-0,5791	-0,564	5,074	5,250	-3,489	15,567	4,869	-0,0833	0,372	0,116	5,250	-1,199	-17,216	53,250	-0,0286	-0,411	1,271	5,250	0,024	60,146	31,259	5,6250E-4	1,436	0,746	5,250	0,325	3,613	-8,168	0,0078	0,086	-0,195	5,250	-0,715	0,581	18,378	-0,0171	0,014	0,439
5,300	1,711	-1,665	-7,383	0,0408	-0,040	-0,176	5,300	0,785	-1,210	-11,153	0,0188	-0,029	-0,266	5,300	-0,068	-2,058	19,792	-0,0016	-0,049	0,472	5,300	1,871	9,095	8,325	0,0447	0,217	0,199	5,300	3,704	-17,719	-57,177	0,0884	-0,423	-1,365	5,300	17,393	2,372	-153,624	0,4152	0,057	-3,667	5,300	10,408	-52,857	-84,038	0,2485	-1,262	-2,006	5,300	-6,418	-1,854	95,504	-0,1532	-0,044	2,280	5,300	-3,022	6,817	50,580	-0,0721	0,163	1,208	5,300	0,101	8,372	-5,655	0,0024	0,200	-0,135	5,300	-0,104	3,456	24,504	-0,0025	0,082	0,585	5,300	1,252	4,367	-10,996	0,0299	0,104	-0,262	5,300	-12,551	-24,222	93,462	-0,2996	-0,578	2,231	5,300	-22,696	12,064	189,124	-0,5418	0,288	4,515	5,300	-25,170	-12,551	226,352	-0,6009	-0,300	5,404	5,300	-2,703	15,425	-10,839	-0,0645	0,368	-0,259	5,300	-1,992	-14,153	67,858	-0,0475	-0,338	1,620	5,300	3,069	60,397	-22,305	0,0733	1,442	-0,533	5,300	0,495	3,047	-13,352	0,0118	0,073	-0,319	5,300	-0,663	1,445	16,336	-0,0158	0,034	0,390
5,350	1,618	-2,026	-6,912	0,0386	-0,048	-0,165	5,350	0,712	-1,759	-10,839	0,0170	-0,042	-0,259	5,350	-0,145	-1,021	20,577	-0,0035	-0,024	0,491	5,350	2,336	9,346	1,571	0,0558	0,223	0,038	5,350	2,746	-20,216	-41,312	0,0656	-0,483	-0,986	5,350	17,318	-5,341	-151,268	0,4134	-0,128	-3,611	5,350	7,656	-55,826	-33,458	0,1828	-1,333	-0,799	5,350	-6,390	2,937	93,934	-0,1526	0,070	2,243	5,350	-2,619	9,189	43,197	-0,0625	0,219	1,031	5,350	0,512	7,838	-15,237	0,0122	0,187	-0,364	5,350	0,101	4,602	20,263	0,0024	0,110	0,484	5,350	1,456	3,676	-16,808	0,0348	0,088	-0,401	5,350	-13,644	-19,054	110,898	-0,3257	-0,455	2,647	5,350	-21,855	21,269	175,772	-0,5217	0,508	4,196	5,350	-25,511	-1,005	231,064	-0,6090	-0,024	5,516	5,350	-1,946	14,483	-26,075	-0,0465	0,346	-0,622	5,350	-2,614	-10,430	79,482	-0,0624	-0,249	1,897	5,350	6,063	57,915	-76,655	0,1448	1,383	-1,830	5,350	0,630	2,278	-17,436	0,0150	0,054	-0,416	5,350	-0,570	2,215	13,980	-0,0136	0,053	0,334
5,400	1,508	-2,356	-6,126	0,0360	-0,056	-0,146	5,400	0,609	-2,293	-10,210	0,0146	-0,055	-0,244	5,400	-0,170	0,000	19,635	-0,0041	0,000	0,469	5,400	2,805	9,252	-5,498	0,0670	0,221	-0,131	5,400	1,682	-21,850	-23,719	0,0402	-0,522	-0,566	5,400	16,859	-12,755	-142,314	0,4025	-0,305	-3,398	5,400	4,825	-56,203	16,965	0,1152	-1,342	0,405	5,400	-6,125	7,540	88,593	-0,1462	0,180	2,115	5,400	-2,103	11,137	33,301	-0,0502	0,266	0,795	5,400	0,884	6,849	-23,876	0,0211	0,164	-0,570	5,400	0,357	5,482	14,294	0,0085	0,131	0,341	5,400	1,619	2,686	-22,148	0,0387	0,064	-0,529	5,400	-14,456	-13,132	123,936	-0,3451	-0,314	2,959	5,400	-20,570	29,641	155,666	-0,4911	0,708	3,716	5,400	-25,271	10,556	226,823	-0,6033	0,252	5,415	5,400	-1,255	12,818	-40,212	-0,0300	0,306	-0,960	5,400	-3,035	-6,205	87,022	-0,0724	-0,148	2,078	5,400	8,861	52,732	-128,491	0,2115	1,259	-3,067	5,400	0,723	1,304	-20,420	0,0173	0,031	-0,488	5,400	-0,441	2,843	10,367	-0,0105	0,068	0,248
